intron_group	seqnames	start	end	width	strand	gene_name	gene_id	SpliceLeft	SpliceRight	SpliceMax	intronicCount	SIRratio
130571	10	106699394	106706544	7151	-	SORCS1	ENSG00000108018	0	0	0	0	0
130572	10	106706635	106709222	2588	-	SORCS1	ENSG00000108018	0	0	0	0	0
130573	10	106709342	106730049	20708	-	SORCS1	ENSG00000108018	0	0	0	0	0
130574	10	106730115	106761587	31473	-	SORCS1	ENSG00000108018	0	0	0	0	0
130575	10	106761662	106776533	14872	-	SORCS1	ENSG00000108018	0	0	0	2	0.0458750963762529
130576	10	106776693	106829573	52881	-	SORCS1	ENSG00000108018	0	0	0	1	0.00659432354039306
130577	10	106829674	106956512	126839	-	SORCS1	ENSG00000108018	0	0	0	4	0.010988736683576
130578	10	106956581	107163968	207388	-	SORCS1	ENSG00000108018	0	0	0	4	0.00673232452552101
130579	10	107758069	107760822	2754	-	LINC01435	ENSG00000229981	0	0	0	1	0.0581506196377502
130580	10	107806349	107812805	6457	-	LINC01435	ENSG00000229981	0	0	0	1	0.0253857640617223
130581	10	107844670	107853157	8488	-	LINC01435	ENSG00000229981	0	0	0	0	0
130582	10	107853361	107854434	1074	-	LINC01435	ENSG00000229981	0	0	0	0	0
130583	10	107854484	107859148	4665	-	LINC01435	ENSG00000229981	0	0	0	1	0.0348027842227378
130584	10	107866204	107871635	5432	-	LINC01435	ENSG00000229981	0	0	0	1	0.0301441677588467
130585	10	107871754	107873760	2007	-	LINC01435	ENSG00000229981	0	0	0	1	0.0783200908059024
130586	10	107873853	107901008	27156	-	LINC01435	ENSG00000229981	0	0	0	5	0.0306508605109214
130587	10	107901088	107903081	1994	-	LINC01435	ENSG00000229981	0	0	0	2	0.152432432432432
130588	10	107903167	107909437	6271	-	LINC01435	ENSG00000229981	0	0	0	2	0.0527587595650423
130589	10	107909557	107910682	1126	-	LINC01435	ENSG00000229981	0	0	0	0	0
130590	10	107932441	107947275	14835	-	LINC01435	ENSG00000229981	0	0	0	3	0.0337754988295619
130591	10	107958302	107959016	715	-	LINC01435	ENSG00000229981	0	0	0	1	0.205776173285199
130592	10	107963049	107964322	1274	-	LINC01435	ENSG00000229981	0	0	0	0	0
130593	10	107964519	107968354	3836	-	LINC01435	ENSG00000229981	0	0	0	2	0.0843210294615645
130594	10	108038720	108040360	1641	-	LINC01435	ENSG00000229981	0	0	0	1	0.0988423864648264
130595	10	108040499	108040628	130	-	LINC01435	ENSG00000229981	0	0	0	0	0
130596	10	108041195	108043177	1983	-	LINC01435	ENSG00000229981	0	0	0	1	0.0783200908059024
130597	10	108043325	108046445	3121	-	LINC01435	ENSG00000229981	0	0	0	0	0
130598	10	108046561	108046686	126	-	LINC01435	ENSG00000229981	0	0	0	0	0
130599	10	108046785	108048129	1345	-	LINC01435	ENSG00000229981	0	0	0	3	0.326732673267327
130600	10	108048309	108049271	963	-	LINC01435	ENSG00000229981	0	0	0	0	0
130601	10	108053490	108053924	435	-	LINC01435	ENSG00000229981	0	0	0	0	0
130602	10	108054104	108058845	4742	-	LINC01435	ENSG00000229981	0	0	0	1	0.0348027842227378
130603	10	108058918	108060611	1694	-	LINC01435	ENSG00000229981	0	0	0	0	0
130604	10	108060756	108069181	8426	-	LINC01435	ENSG00000229981	0	0	0	0	0
130605	10	108070627	108111496	40870	-	LINC01435	ENSG00000229981	0	0	0	0	0
130606	10	108111603	108167905	56303	-	LINC01435	ENSG00000229981	0	0	0	0	0
130607	10	108194414	108197727	3314	-	LINC01435	ENSG00000229981	0	0	0	1	0.0482060312568787
130608	10	108548358	108549904	1547	-	AL353740.1	ENSG00000203434	0	0	0	0	0
130609	10	108549958	108561676	11719	-	AL353740.1	ENSG00000203434	0	0	0	1	1
130610	10	109865313	109868613	3301	-	XPNPEP1	ENSG00000108039	269	272	272	162	0.0429182696558453
130611	10	109868713	109869952	1240	-	XPNPEP1	ENSG00000108039	265	265	265	9	0.00678185802103314
130612	10	109870030	109870730	701	-	XPNPEP1	ENSG00000108039	151	143	151	16	0.0219600124050172
130613	10	109870905	109871791	887	-	XPNPEP1	ENSG00000108039	201	209	209	33	0.0358809521848573
130614	10	109871862	109873366	1505	-	XPNPEP1	ENSG00000108039	185	185	185	54	0.0326194066312272
130615	10	109873578	109875527	1950	-	XPNPEP1	ENSG00000108039	0	0	0	79	0.0422246143875537
130616	10	109875600	109877789	2190	-	XPNPEP1	ENSG00000108039	141	144	144	280	0.115851689086396
130617	10	109877868	109877999	132	-	XPNPEP1	ENSG00000108039	348	348	348	3	0.019463336985185
130618	10	109878059	109880187	2129	-	XPNPEP1	ENSG00000108039	171	170	171	2	0.000933307093694419
130619	10	109880239	109880841	603	-	XPNPEP1	ENSG00000108039	159	157	159	21	0.0284967133064004
130620	10	109880932	109882431	1500	-	XPNPEP1	ENSG00000108039	194	194	194	5	0.00315634073956034
130621	10	109882643	109883787	1145	-	XPNPEP1	ENSG00000108039	0	0	0	13	0.0118269323859997
130622	10	109884149	109884492	344	-	XPNPEP1	ENSG00000108039	0	0	0	8	0.0194101774003435
130623	10	109886342	109888048	1707	-	XPNPEP1	ENSG00000108039	131	130	131	9	0.00526833511954463
130624	10	109888193	109888502	310	-	XPNPEP1	ENSG00000108039	109	110	110	1	0.00235685896992569
130625	10	109888596	109891265	2670	-	XPNPEP1	ENSG00000108039	0	0	0	4	0.00160602444878423
130626	10	109891827	109892488	662	-	XPNPEP1	ENSG00000108039	0	0	0	3	0.00434199116598281
130627	10	109893076	109893369	294	-	XPNPEP1	ENSG00000108039	0	0	0	3	0.0108598781658743
130628	10	109894111	109907690	13580	-	XPNPEP1	ENSG00000108039	2	139	139	23	0.00177804374332179
130629	10	109907816	109915010	7195	-	XPNPEP1	ENSG00000108039	149	130	149	17	0.00248476800137252
130630	10	109915100	109923401	8302	-	XPNPEP1	ENSG00000108039	230	249	249	12	0.00147700118842728
130631	10	109941670	109942680	1011	-	ADD3-AS1	ENSG00000203876	0	0	0	0	0
130632	10	109946296	109947195	900	-	ADD3-AS1	ENSG00000203876	0	0	0	0	0
130633	10	109947277	109951843	4567	-	ADD3-AS1	ENSG00000203876	0	0	0	0	0
130634	10	109951966	109953755	1790	-	ADD3-AS1	ENSG00000203876	0	0	0	1	0.219512195121951
130635	10	109953892	109997448	43557	-	ADD3-AS1	ENSG00000203876	0	0	0	5	0.0502362553946404
130636	10	109997576	110005956	8381	-	ADD3-AS1	ENSG00000203876	0	0	0	7	0.312123817712812
130637	10	110006082	110008180	2099	-	ADD3-AS1	ENSG00000203876	0	0	0	55	0.926048200726313
130638	10	110208055	110208240	186	-	AL360182.2	ENSG00000228417	0	0	0	27	1
130639	10	110208486	110208571	86	-	AL360182.2	ENSG00000228417	0	0	0	4	1
130640	10	110294288	110295227	940	-	SMNDC1	ENSG00000119953	208	208	208	3	0.0043225358566344
130641	10	110295382	110297566	2185	-	SMNDC1	ENSG00000119953	157	157	157	9	0.00626170453121848
130642	10	110297746	110298647	902	-	SMNDC1	ENSG00000119953	2	148	148	49	0.064438899066488
130643	10	110298811	110300546	1736	-	SMNDC1	ENSG00000119953	0	0	0	19	0.0190745070044726
130644	10	110300737	110303467	2731	-	SMNDC1	ENSG00000119953	8	116	116	40	0.0221843012861278
130645	10	110303588	110304392	805	-	SMNDC1	ENSG00000119953	105	1	105	5	0.00905090179184736
130646	10	110429011	110435123	6113	-	AL355512.1	ENSG00000273143	0	0	0	8	0.286131911938085
130647	10	110435208	110442210	7003	-	AL355512.1	ENSG00000273143	0	0	0	1	0.0349862140279771
130648	10	110475227	110496118	20892	-	AL355512.1	ENSG00000273143	0	0	0	4	0.0467841341052734
130649	10	110870439	110872026	1588	-	PDCD4-AS1	ENSG00000203497	37	33	37	704	0.66782105649243
130650	10	110900527	110901025	499	-	BBIP1	ENSG00000214413	268	2	268	45	0.0734218697224062
130651	10	110901280	110901537	258	-	BBIP1	ENSG00000214413	0	0	0	25	0.128945076197163
130652	10	110901613	110907679	6067	-	BBIP1	ENSG00000214413	204	5	204	178	0.0346679251913091
130653	10	110907837	110908523	687	-	BBIP1	ENSG00000214413	0	0	0	16	0.0329596126455233
130654	10	110908552	110910749	2198	-	BBIP1	ENSG00000214413	0	0	0	37	0.0254353221736834
130655	10	110911040	110918120	7081	-	BBIP1	ENSG00000214413	0	0	0	109	0.0234257329082359
130656	10	110918214	110918535	322	-	BBIP1	ENSG00000214413	0	0	0	2	0.00677306104224852
130657	10	111350199	111351936	1738	-	AC021035.1	ENSG00000227851	0	0	0	0	0
130658	10	111789105	111973076	183972	-	AL136119.1	ENSG00000287231	0	0	0	3	1
130659	10	111973150	111989850	16701	-	AL136119.1	ENSG00000287231	0	0	0	0	0
130660	10	112153667	112154628	962	-	GPAM	ENSG00000119927	8	8	8	10	0.0932801368769338
130661	10	112154688	112155863	1176	-	GPAM	ENSG00000119927	14	15	15	6	0.0463857043266409
130662	10	112156054	112157248	1195	-	GPAM	ENSG00000119927	21	21	21	14	0.0941289696196425
130663	10	112157390	112158315	926	-	GPAM	ENSG00000119927	13	12	13	4	0.0363380653038962
130664	10	112158394	112159910	1517	-	GPAM	ENSG00000119927	12	13	13	4	0.0233653511645737
130665	10	112160054	112160603	550	-	GPAM	ENSG00000119927	19	18	19	0	0
130666	10	112160869	112161666	798	-	GPAM	ENSG00000119927	9	6	9	1	0.0110890204342689
130667	10	112161738	112163700	1963	-	GPAM	ENSG00000119927	14	17	17	4	0.0179148044401618
130668	10	112163817	112164524	708	-	GPAM	ENSG00000119927	24	24	24	1	0.0120874565063302
130669	10	112164611	112166401	1791	-	GPAM	ENSG00000119927	29	29	29	2	0.00980777535690103
130670	10	112166516	112168311	1796	-	GPAM	ENSG00000119927	14	14	14	3	0.0160409628471193
130671	10	112168525	112168852	328	-	GPAM	ENSG00000119927	10	10	10	0	0
130672	10	112168953	112172181	3229	-	GPAM	ENSG00000119927	10	10	10	3	0.00902793289123187
130673	10	112172319	112172969	651	-	GPAM	ENSG00000119927	9	9	9	3	0.0394568704585266
130674	10	112173067	112173698	632	-	GPAM	ENSG00000119927	4	4	4	0	0
130675	10	112173846	112175599	1754	-	GPAM	ENSG00000119927	11	11	11	0	0
130676	10	112175714	112177983	2270	-	GPAM	ENSG00000119927	12	11	12	1	0.00409806754012894
130677	10	112178058	112180472	2415	-	GPAM	ENSG00000119927	21	22	22	1	0.00364845905316666
130678	10	112180596	112181682	1087	-	GPAM	ENSG00000119927	12	12	12	0	0
130679	10	112181814	112182793	980	-	GPAM	ENSG00000119927	27	27	27	0	0
130680	10	112182892	112183673	782	-	GPAM	ENSG00000119927	0	0	0	0	0
130681	10	112308282	112309208	927	-	GUCY2GP	ENSG00000243316	0	0	0	0	0
130682	10	112309301	112311154	1854	-	GUCY2GP	ENSG00000243316	0	0	0	0	0
130683	10	112311254	112312316	1063	-	GUCY2GP	ENSG00000243316	0	0	0	0	0
130684	10	112312491	112314248	1758	-	GUCY2GP	ENSG00000243316	0	0	0	0	0
130685	10	112314442	112315300	859	-	GUCY2GP	ENSG00000243316	0	0	0	0	0
130686	10	112315442	112317878	2437	-	GUCY2GP	ENSG00000243316	0	0	0	0	0
130687	10	112318057	112324377	6321	-	GUCY2GP	ENSG00000243316	0	0	0	0	0
130688	10	112324534	112327186	2653	-	GUCY2GP	ENSG00000243316	1	1	1	0	0
130689	10	112327356	112335037	7682	-	GUCY2GP	ENSG00000243316	0	0	0	4	0.103828375851004
130690	10	112335109	112335628	520	-	GUCY2GP	ENSG00000243316	0	0	0	0	0
130691	10	112335734	112336445	712	-	GUCY2GP	ENSG00000243316	0	0	0	0	0
130692	10	112336530	112339048	2519	-	GUCY2GP	ENSG00000243316	0	0	0	0	0
130693	10	112339187	112339998	812	-	GUCY2GP	ENSG00000243316	0	0	0	0	0
130694	10	112340037	112340756	720	-	GUCY2GP	ENSG00000243316	0	0	0	2	0.447275804647447
130695	10	112340906	112341636	731	-	GUCY2GP	ENSG00000243316	0	0	0	0	0
130696	10	112341758	112343115	1358	-	GUCY2GP	ENSG00000243316	0	0	0	0	0
130697	10	112343242	112346005	2764	-	GUCY2GP	ENSG00000243316	0	0	0	0	0
130698	10	112346151	112348162	2012	-	GUCY2GP	ENSG00000243316	0	0	0	0	0
130699	10	112348349	112351744	3396	-	GUCY2GP	ENSG00000243316	0	0	0	0	0
130700	10	112351855	112353841	1987	-	GUCY2GP	ENSG00000243316	0	0	0	0	0
130701	10	112354175	112356220	2046	-	GUCY2GP	ENSG00000243316	0	0	0	0	0
130702	10	112406349	112406562	214	-	AL157786.1	ENSG00000232934	3	3	3	2	0.055214586948245
130703	10	112406675	112408401	1727	-	AL157786.1	ENSG00000232934	0	0	0	40	0.202266538820218
130704	10	112408695	112408872	178	-	AL157786.1	ENSG00000232934	0	0	0	8	0.226616106923652
130705	10	112408929	112409013	85	-	AL157786.1	ENSG00000232934	0	0	0	4	0.216142889210696
130706	10	112409629	112412473	2845	-	AL157786.1	ENSG00000232934	0	0	0	369	0.929338803004839
130707	10	112412649	112418783	6135	-	AL157786.1	ENSG00000232934	1	2	2	429	0.573166069187311
130708	10	112418849	112419875	1027	-	AL157786.1	ENSG00000232934	0	0	0	8	0.0671404632736445
130709	10	112425594	112428381	2788	-	ZDHHC6	ENSG00000023041	5	5	5	792	0.496814939906017
130710	10	112430908	112432239	1332	-	ZDHHC6	ENSG00000023041	115	119	119	15	0.0166782101918002
130711	10	112432287	112432375	89	-	ZDHHC6	ENSG00000023041	97	97	97	0	0
130712	10	112432522	112433239	718	-	ZDHHC6	ENSG00000023041	107	106	107	28	0.0540130921434554
130713	10	112433282	112433540	259	-	ZDHHC6	ENSG00000023041	112	17	112	86	0.292454861344554
130714	10	112434465	112438335	3871	-	ZDHHC6	ENSG00000023041	104	104	104	63	0.024274862606679
130715	10	112438390	112440533	2144	-	ZDHHC6	ENSG00000023041	125	101	125	91	0.0567506626852112
130716	10	112440696	112442191	1496	-	ZDHHC6	ENSG00000023041	148	171	171	69	0.0599669387193669
130717	10	112442352	112443514	1163	-	ZDHHC6	ENSG00000023041	140	154	154	32	0.0374634413106907
130718	10	112443607	112445169	1563	-	ZDHHC6	ENSG00000023041	112	124	124	30	0.0267809522729611
130719	10	112445651	112446586	936	-	ZDHHC6	ENSG00000023041	252	6	252	5	0.00679870013475234
130720	10	112671945	112672728	784	-	AL139120.1	ENSG00000233340	0	0	0	5	1
130721	10	112672769	112677634	4866	-	AL139120.1	ENSG00000233340	0	0	0	18	1
130722	10	112810943	112815215	4273	-	AL158212.5	ENSG00000285676	0	0	0	32	1
130723	10	112815425	112821720	6296	-	AL158212.5	ENSG00000285676	0	0	0	540	1
130724	10	112951008	112951777	770	-	AL158212.2	ENSG00000233547	0	0	0	6	1
130725	10	113485618	113491992	6375	-	AL133482.1	ENSG00000286289	0	0	0	0	0
130726	10	113589083	113589665	583	-	NRAP	ENSG00000197893	0	0	0	0	0
130727	10	113589798	113590577	780	-	NRAP	ENSG00000197893	0	0	0	0	0
130728	10	113590890	113592193	1304	-	NRAP	ENSG00000197893	0	0	0	0	0
130729	10	113592302	113595622	3321	-	NRAP	ENSG00000197893	0	0	0	0	0
130730	10	113595728	113597085	1358	-	NRAP	ENSG00000197893	0	0	0	0	0
130731	10	113597185	113597968	784	-	NRAP	ENSG00000197893	0	0	0	0	0
130732	10	113598074	113604608	6535	-	NRAP	ENSG00000197893	0	0	0	0	0
130733	10	113604921	113605761	841	-	NRAP	ENSG00000197893	0	0	0	0	0
130734	10	113605870	113606177	308	-	NRAP	ENSG00000197893	0	0	0	0	0
130735	10	113606283	113608413	2131	-	NRAP	ENSG00000197893	0	0	0	0	0
130736	10	113608513	113610458	1946	-	NRAP	ENSG00000197893	0	0	0	0	0
130737	10	113610564	113612233	1670	-	NRAP	ENSG00000197893	0	0	0	0	0
130738	10	113612432	113614182	1751	-	NRAP	ENSG00000197893	0	0	0	0	0
130739	10	113614297	113614838	542	-	NRAP	ENSG00000197893	0	0	0	0	0
130740	10	113614947	113615711	765	-	NRAP	ENSG00000197893	0	0	0	0	0
130741	10	113615817	113617454	1638	-	NRAP	ENSG00000197893	0	0	0	0	0
130742	10	113617554	113620603	3050	-	NRAP	ENSG00000197893	0	0	0	0	0
130743	10	113620709	113621868	1160	-	NRAP	ENSG00000197893	0	0	0	0	0
130744	10	113622181	113623528	1348	-	NRAP	ENSG00000197893	0	0	0	0	0
130745	10	113623637	113624825	1189	-	NRAP	ENSG00000197893	0	0	0	0	0
130746	10	113624931	113626046	1116	-	NRAP	ENSG00000197893	0	0	0	0	0
130747	10	113626146	113628916	2771	-	NRAP	ENSG00000197893	0	0	0	0	0
130748	10	113629022	113629587	566	-	NRAP	ENSG00000197893	0	0	0	0	0
130749	10	113629786	113631508	1723	-	NRAP	ENSG00000197893	0	0	0	0	0
130750	10	113631631	113631852	222	-	NRAP	ENSG00000197893	0	0	0	0	0
130751	10	113631965	113633083	1119	-	NRAP	ENSG00000197893	0	0	0	0	0
130752	10	113633189	113634111	923	-	NRAP	ENSG00000197893	0	0	0	0	0
130753	10	113634211	113640226	6016	-	NRAP	ENSG00000197893	0	0	0	0	0
130754	10	113640332	113641364	1033	-	NRAP	ENSG00000197893	0	0	0	0	0
130755	10	113641473	113642933	1461	-	NRAP	ENSG00000197893	0	0	0	0	0
130756	10	113643039	113645824	2786	-	NRAP	ENSG00000197893	0	0	0	0	0
130757	10	113645942	113646922	981	-	NRAP	ENSG00000197893	0	0	0	0	0
130758	10	113647028	113650036	3009	-	NRAP	ENSG00000197893	0	0	0	0	0
130759	10	113650142	113650437	296	-	NRAP	ENSG00000197893	0	0	0	0	0
130760	10	113650546	113651802	1257	-	NRAP	ENSG00000197893	0	0	0	0	0
130761	10	113651908	113652934	1027	-	NRAP	ENSG00000197893	0	0	0	0	0
130762	10	113653040	113654020	981	-	NRAP	ENSG00000197893	0	0	0	0	0
130763	10	113654126	113657469	3344	-	NRAP	ENSG00000197893	0	0	0	0	0
130764	10	113657575	113662678	5104	-	NRAP	ENSG00000197893	0	0	0	0	0
130765	10	113662767	113663351	585	-	NRAP	ENSG00000197893	0	0	0	0	0
130766	10	113663447	113663810	364	-	NRAP	ENSG00000197893	0	0	0	0	0
130767	10	113711010	113711589	580	-	AL592546.1	ENSG00000234393	0	0	0	13	1
130768	10	113711833	113719212	7380	-	AL592546.1	ENSG00000234393	0	0	0	53	1
130769	10	113835313	113837061	1749	-	DCLRE1A	ENSG00000198924	44	44	44	19	0.0357606978288952
130770	10	113837204	113841405	4202	-	DCLRE1A	ENSG00000198924	53	53	53	24	0.0186444557386007
130771	10	113841561	113842342	782	-	DCLRE1A	ENSG00000198924	43	43	43	0	0
130772	10	113842489	113844103	1615	-	DCLRE1A	ENSG00000198924	47	47	47	6	0.0125568213151082
130773	10	113844245	113845684	1440	-	DCLRE1A	ENSG00000198924	58	58	58	4	0.00905799658786625
130774	10	113845804	113847201	1398	-	DCLRE1A	ENSG00000198924	80	80	80	1	0.00221214180072686
130775	10	113847336	113848979	1644	-	DCLRE1A	ENSG00000198924	63	62	63	6	0.0121671308119367
130776	10	113850645	113852722	2078	-	DCLRE1A	ENSG00000198924	45	45	45	1	0.0016710577351594
130777	10	113853848	113854238	391	-	DCLRE1A	ENSG00000198924	0	0	0	20	0.174973746711256
130778	10	113867638	113868882	1245	-	AL592546.2	ENSG00000287857	0	0	0	7	1
130779	10	114111487	114118395	6909	-	AC022023.1	ENSG00000285540	0	0	0	1	1
130780	10	114125227	114125885	659	-	CCDC186	ENSG00000165813	35	35	35	0	0
130781	10	114126106	114127460	1355	-	CCDC186	ENSG00000165813	34	34	34	1	0.00352826227652549
130782	10	114127672	114129890	2219	-	CCDC186	ENSG00000165813	31	31	31	5	0.0117273835157183
130783	10	114130670	114131146	477	-	CCDC186	ENSG00000165813	4	31	31	4	0.034259797162075
130784	10	114131337	114131928	592	-	CCDC186	ENSG00000165813	21	21	21	5	0.0442697113629932
130785	10	114132185	114134912	2728	-	CCDC186	ENSG00000165813	20	23	23	18	0.0335804588792593
130786	10	114135056	114135890	835	-	CCDC186	ENSG00000165813	28	28	28	3	0.0176369264304481
130787	10	114135978	114136147	170	-	CCDC186	ENSG00000165813	24	24	24	1	0.0178438942571289
130788	10	114136247	114137185	939	-	CCDC186	ENSG00000165813	30	30	30	1	0.00507920366214195
130789	10	114137291	114144496	7206	-	CCDC186	ENSG00000165813	41	41	41	11	0.00773001563671811
130790	10	114144617	114145548	932	-	CCDC186	ENSG00000165813	36	33	36	1	0.00500621637349035
130791	10	114145762	114151091	5330	-	CCDC186	ENSG00000165813	22	22	22	7	0.0070435188387203
130792	10	114151221	114157553	6333	-	CCDC186	ENSG00000165813	17	17	17	10	0.00853283805900566
130793	10	114157681	114162636	4956	-	CCDC186	ENSG00000165813	22	22	22	20	0.0211171969944373
130794	10	114173266	114174014	749	-	CCDC186	ENSG00000165813	9	67	67	0	0
130795	10	114296069	114296977	909	-	AFAP1L2	ENSG00000169129	13	13	13	12	0.0750936044398028
130796	10	114297101	114297219	119	-	AFAP1L2	ENSG00000169129	23	20	23	0	0
130797	10	114297414	114299259	1846	-	AFAP1L2	ENSG00000169129	47	47	47	0	0
130798	10	114299416	114300193	778	-	AFAP1L2	ENSG00000169129	26	26	26	0	0
130799	10	114300363	114300444	82	-	AFAP1L2	ENSG00000169129	16	23	23	0	0
130800	10	114300691	114301353	663	-	AFAP1L2	ENSG00000169129	35	35	35	0	0
130801	10	114301466	114302338	873	-	AFAP1L2	ENSG00000169129	20	20	20	5	0.0356785510430817
130802	10	114302485	114304718	2234	-	AFAP1L2	ENSG00000169129	22	22	22	8	0.0228786746896762
130803	10	114304931	114307804	2874	-	AFAP1L2	ENSG00000169129	43	43	43	3	0.00610999826789913
130804	10	114307910	114308432	523	-	AFAP1L2	ENSG00000169129	15	15	15	0	0
130805	10	114308518	114310353	1836	-	AFAP1L2	ENSG00000169129	19	19	19	3	0.0101290340783793
130806	10	114310444	114313870	3427	-	AFAP1L2	ENSG00000169129	33	33	33	4	0.00729742928296764
130807	10	114314051	114315559	1509	-	AFAP1L2	ENSG00000169129	15	15	15	0	0
130808	10	114315766	114323170	7405	-	AFAP1L2	ENSG00000169129	18	19	19	4	0.00352830895244157
130809	10	114323262	114331802	8541	-	AFAP1L2	ENSG00000169129	17	17	17	1	0.000779796451777162
130810	10	114331898	114333220	1323	-	AFAP1L2	ENSG00000169129	25	25	25	0	0
130811	10	114333296	114340602	7307	-	AFAP1L2	ENSG00000169129	33	33	33	2	0.00172971738502993
130812	10	114340732	114393483	52752	-	AFAP1L2	ENSG00000169129	0	0	0	16	0.00212890802755468
130813	10	114393579	114398850	5272	-	AFAP1L2	ENSG00000169129	0	0	0	2	0.00260270786554252
130814	10	114398905	114404439	5535	-	AFAP1L2	ENSG00000169129	0	0	0	1	0.00126487257158704
130815	10	114436374	114437843	1470	-	ABLIM1	ENSG00000099204	205	208	208	19	0.0165140847457831
130816	10	114437925	114439175	1251	-	ABLIM1	ENSG00000099204	102	102	102	28	0.0282511660122432
130817	10	114439264	114440081	818	-	ABLIM1	ENSG00000099204	0	0	0	14	0.0226267496928382
130818	10	114440090	114441016	927	-	ABLIM1	ENSG00000099204	180	180	180	10	0.0127121939296058
130819	10	114441078	114441721	644	-	ABLIM1	ENSG00000099204	167	167	167	2	0.00364476848765057
130820	10	114441787	114444028	2242	-	ABLIM1	ENSG00000099204	236	236	236	6	0.00356915866473046
130821	10	114444135	114445311	1177	-	ABLIM1	ENSG00000099204	181	181	181	4	0.0045271386022516
130822	10	114445404	114447879	2476	-	ABLIM1	ENSG00000099204	173	147	173	35	0.0181448260360777
130823	10	114450136	114451623	1488	-	ABLIM1	ENSG00000099204	1	192	192	18	0.0158023648751052
130824	10	114451672	114453378	1707	-	ABLIM1	ENSG00000099204	159	7	159	3	0.0022884770058032
130825	10	114453484	114463044	9561	-	ABLIM1	ENSG00000099204	0	0	0	3	0.000448335093028839
